semester;date;price;bedrooms;bathrooms;sqft_living;sqft_lot;floors;waterfront;view;condition;grade;sqft_above;sqft_basement;yr_built;yr_renovated;zipcode;lat;long;sqft_living15;sqft_lot15
1;20140624T000000;535000;3;2.5;2070;4132;2;0;0;3;8;2070;0;1999;0;98074;476.036;-122.015;1530;5606
1;20140624T000000;348500;3;1.5;1360;10726;1;0;0;4;7;1360;0;1966;0;98059;474.948;-122.134;1650;10726
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
1;20140624T000000;549000;2;1;2034;13392;1;1;4;5;7;1159;875;1947;0;98070;473.312;-122.503;1156;15961
1;20140624T000000;400000;3;2;1230;11413;1;0;0;3;7;990;240;1984;0;98074;476.321;-122.034;1570;11517
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
1;20140624T000000;1,16E+10;3;2.5;2740;5925;2;0;2;3;10;2740;0;1913;1992;98112;476.313;-122.303;2740;5948
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
1;20140624T000000;615000;3;1.75;1720;4080;1;0;0;4;7;960;760;1924;0;98144;475.747;-122.287;1660;4080
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
1;20140624T000000;485000;3;2.5;1500;5412;1;0;0;5;7;900;600;1920;0;98136;475.499;-122.394;1090;5412
1;20140624T000000;358000;3;1.5;1810;100188;1;0;0;5;7;1810;0;1969;0;98022;472.175;-121.995;1540;40415
1;20140624T000000;339000;3;1;1100;4128;1;0;0;4;7;720;380;1942;0;98126;475.296;-122.379;1510;4538
1;20140624T000000;258000;3;1;1490;7435;1;0;0;3;7;1120;370;1969;0;98198;47.368;-122.314;1490;7530
1;20140624T000000;455000;2;1.5;1200;1259;2;0;0;3;8;1000;200;2015;0;98144;476.001;-122.298;1320;1852
;;;;;;;;;;;;;;;;;;;;
1;20140624T000000;689000;3;1.75;2200;9840;1;0;0;5;8;1500;700;1978;0;98006;47.559;-122.136;2410;9623
;;;;;;;;;;;;;;;;;;;;
1;20140624T000000;510000;3;2.25;1420;1309;3;0;0;3;8;1420;0;2006;0;98103;476.534;-122.346;1500;1282
1;20140624T000000;440000;3;1.75;2000;9900;1;0;2;4;8;1480;520;1957;0;98166;474.436;-122.339;2310;10200
1;20140624T000000;1.01e+006;2;2;1460;9052;1;0;2;5;6;1460;0;1900;0;98033;476.857;-122.208;2554;7834
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
1;20140624T000000;139000;2;1;690;5280;1;0;0;4;5;690;0;1942;0;98056;474.953;-122.187;1140;4860
1;20140624T000000;464500;3;1.75;1150;10466;1;0;0;5;7;1150;0;1959;0;98006;475.531;-122.177;1350;10384
1;20140624T000000;336500;3;1;1480;7284;1;0;0;3;7;970;510;1963;0;98133;477.757;-122.353;2020;7920
;;;;;;;;;;;;;;;;;;;;
1;20140624T000000;425000;3;2.5;1930;4500;2;0;0;3;8;1930;0;1990;0;98029;475.791;-122.001;1770;4500
1;20140624T000000;483000;2;1.75;1240;3000;1.5;0;0;3;7;1240;0;1906;0;98105;476.689;-122.326;1800;4080
1;20140624T000000;300000;2;1;750;5120;1;0;0;4;6;750;0;1941;0;98126;475.312;-122.375;930;7200
1;20140624T000000;457500;3;2.25;1430;2003;2;0;0;3;8;980;450;1996;0;98144;475.908;-122.292;2210;4000
;;;;;;;;;;;;;;;;;;;;
1;20140624T000000;366000;3;1.75;1840;11440;1;0;0;4;8;1340;500;1977;0;98059;47.474;-122.14;1940;11440
1;20140624T000000;502000;3;2;1300;14350;1;0;0;3;7;1300;0;1955;2013;98006;475.736;-122.152;1520;10670
1;20140624T000000;194000;3;1;1050;7577;1;0;0;3;7;1050;0;1983;0;98023;472.891;-122.357;1430;7245
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
1;20140624T000000;325000;3;1;850;6906;1;0;0;3;6;850;0;1948;0;98155;477.441;-122.314;1150;6907
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
1;20140624T000000;420000;3;2.5;2140;3821;2;0;0;3;8;2140;0;2005;0;98029;475.541;-121.995;2860;3841
1;20140624T000000;257500;2;2;1180;9265;1;0;0;3;7;1180;0;1940;0;98125;477.252;-122.297;460;18000
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
1;20140624T000000;970000;3;2.25;3060;9950;1.5;0;2;4;9;1810;1250;1930;0;98144;47.579;-122.284;4950;10655
1;20140624T000000;405000;3;2.75;1310;7300;1;0;0;3;7;1310;0;1957;0;98008;476.016;-122.123;1310;7030
1;20140624T000000;400000;3;2.5;2970;23100;1;0;0;3;7;1510;1460;1967;0;98072;477.735;-122.133;2390;20300
1;20140624T000000;252000;3;2.25;1670;7881;1;0;0;4;7;1190;480;1977;0;98031;474.105;-122.18;1870;7820
1;20140624T000000;683500;3;1.5;1820;5756;1.5;0;0;3;7;1640;180;1946;0;98119;476.479;-122.367;1760;6169
1;20140624T000000;289000;3;2.5;1970;9607;2;0;0;3;7;1090;880;1988;0;98001;473.462;-122.286;2020;9608
1;20140624T000000;355000;2;2.25;930;747;2;0;0;3;8;630;300;2007;0;98144;475.844;-122.316;940;6000
1;20140624T000000;675000;3;3.5;2300;5611;1;0;0;3;8;2300;0;2004;0;98053;477.122;-122.026;2170;5926
1;20140624T000000;396500;3;2.5;2590;18980;1;0;0;4;10;2590;0;1976;0;98042;473.839;-122.153;3110;14652
;;;;;;;;;;;;;;;;;;;;
1;20140624T000000;405000;3;1;1410;8053;1;0;0;4;7;1410;0;1951;0;98177;47.704;-122.367;1170;8042
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
1;20140624T000000;342500;2;1.75;1210;7507;1;0;0;3;7;1210;0;1982;0;98034;477.078;-122.234;1840;7500
1;20140624T000000;218000;3;1;880;18205;1;0;0;4;6;880;0;1945;0;98178;475.013;-122.244;1110;16115
;;;;;;;;;;;;;;;;;;;;
1;20140624T000000;218000;3;1.5;1330;7600;1;0;0;4;7;1330;0;1968;0;98023;473.103;-122.366;1500;7776
1;20140624T000000;360000;3;1.75;1500;7200;1;0;0;3;7;1500;0;1957;0;98133;477.748;-122.337;1650;7392
1;20140624T000000;275000;3;1;990;9798;1;0;0;3;7;990;0;1968;0;98072;47.767;-122.164;1210;9870
1;20140624T000000;350000;2;1;740;7680;1;0;0;4;6;740;0;1922;0;98126;475.245;-122.371;1080;7680
;;;;;;;;;;;;;;;;;;;;
1;20140624T000000;845000;3;2;2540;4750;1.5;0;0;5;9;1840;700;1930;0;98117;476.838;-122.4;2190;4750
1;20140624T000000;839000;3;2.5;3200;203425;1;0;0;3;10;3200;0;2000;0;98077;477.614;-122.015;3200;203425
;;;;;;;;;;;;;;;;;;;;
1;20140624T000000;199000;3;1;1000;8512;1;0;0;3;6;1000;0;1991;0;98022;472.151;-121.993;1490;10395
1;20140624T000000;329950;2;1;900;5220;1;0;0;4;6;900;0;1956;0;98146;475.105;-122.387;1480;6660
;;;;;;;;;;;;;;;;;;;;
1;20140624T000000;210000;2;1;970;5500;1;0;0;3;7;970;0;1956;0;98118;47.556;-122.291;1180;6000
1;20140624T000000;631500;2;1;1130;2640;1;0;0;4;8;1130;0;1927;0;98109;476.438;-122.357;1680;3200
1;20140624T000000;295000;2;1;650;5400;1;0;0;3;6;650;0;1950;0;98122;476.185;-122.295;1310;4906
1;20140624T000000;295000;3;1.75;2000;7560;1;0;0;4;7;1300;700;1968;0;98058;474.346;-122.171;1900;8301
1;20140624T000000;575000;3;2.25;2400;5000;1.5;0;0;4;7;1440;960;1926;0;98117;476.897;-122.393;1630;5000
1;20140624T000000;415000;3;2.5;2280;6031;2;0;0;3;8;2280;0;2011;0;98019;477.322;-121.966;2430;7200
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
1;20140624T000000;329445;2;1.5;830;1119;2;0;0;3;7;830;0;2005;0;98144;475.828;-122.314;1480;3622
;;;;;;;;;;;;;;;;;;;;
1;20140624T000000;395000;3;2.5;1600;1936;2;0;0;3;7;1600;0;2007;0;98108;475.629;-122.297;1600;1936
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
1;20140625T000000;400000;3;2.5;2180;7508;1;0;0;4;7;1420;760;1962;0;98133;477.606;-122.336;1900;7818
1;20140625T000000;365500;3;2;1410;9600;1;0;0;4;7;1410;0;1983;0;98072;477.591;-122.146;1410;9600
1;20140625T000000;245000;3;2;1410;5760;1;0;0;3;7;1410;0;1985;0;98030;473.702;-122.185;1670;6222
;;;;;;;;;;;;;;;;;;;;
1;20140625T000000;196500;3;1;1320;9000;1;0;0;3;7;1320;0;1966;0;98001;473.461;-122.272;1320;9800
;;;;;;;;;;;;;;;;;;;;
1;20140625T000000;276900;3;1;1270;7566;1;0;0;4;7;1270;0;1958;0;98056;475.074;-122.175;1780;7520
1;20140625T000000;995000;3;4.5;4380;47044;2;1;3;3;9;3720;660;1968;1990;98166;474.734;-122.365;2460;18512
;;;;;;;;;;;;;;;;;;;;
1;20140625T000000;260000;2;1;1120;5650;1;0;0;3;6;1120;0;1944;0;98178;474.979;-122.241;1270;6875
1;20140625T000000;505000;3;2.5;1860;8060;2;0;0;4;8;1860;0;1987;0;98029;475.674;-122.017;1850;4661
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
1;20140625T000000;800000;2;1;1740;5719;1;0;0;3;8;1740;0;1955;0;98103;476.729;-122.335;1980;5000
1;20140625T000000;270000;3;2.5;1670;8364;1;0;0;4;7;1300;370;1990;0;98042;47.369;-122.084;1490;8143
;;;;;;;;;;;;;;;;;;;;
1;20140625T000000;409900;2;2.5;1590;1845;2;0;0;3;9;1590;0;1997;0;98033;476.897;-122.175;2320;3174
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
1;20140625T000000;381500;2;1;900;2910;1;0;0;5;7;900;0;1924;0;98115;476.859;-122.322;1320;2910
1;20140625T000000;562100;2;0.75;1440;3700;1;0;0;3;7;1200;240;1914;0;98107;476.707;-122.364;1440;4300
1;20140625T000000;299950;3;2.5;1870;7942;2;0;0;3;7;1870;0;1990;0;98001;47.342;-122.279;1870;7392
;;;;;;;;;;;;;;;;;;;;
1;20140625T000000;308000;3;1;1640;18144;1.5;0;0;3;6;1640;0;1942;0;98168;475.027;-122.33;1500;9065
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
1;20140625T000000;750000;3;1.5;1840;5000;1.5;0;0;5;7;1340;500;1915;0;98107;476.652;-122.362;1840;5000
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
1;20140625T000000;725000;3;2.5;2610;7510;2;0;0;3;9;2610;0;1996;0;98052;476.648;-122.137;2610;8458
1;20140625T000000;285000;3;2;1460;6377;1;0;0;3;7;1460;0;1995;0;98038;473.679;-122.02;1600;6250
1;20140625T000000;205000;3;1;1050;8498;1;0;0;3;7;1050;0;1958;0;98031;474.038;-122.203;1340;8498
1;20140625T000000;583000;3;2.5;1790;8144;2;0;0;3;8;1790;0;1989;0;98074;476.169;-122.045;1800;7503
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
1;20140625T000000;575000;3;2.25;1700;3333;1.5;0;0;3;7;1100;600;1924;0;98117;476.784;-122.361;1700;3750
1;20140625T000000;574000;3;2.5;2380;6832;2;0;0;3;8;2380;0;2002;0;98065;475.372;-121.876;2580;6832
;;;;;;;;;;;;;;;;;;;;
1;20140625T000000;565000;2;1.75;1670;4008;1;0;0;3;9;1670;0;2005;0;98029;475.539;-122.001;2330;3752
1;20140625T000000;500000;3;1.5;1190;4750;1;0;0;3;7;970;220;1940;0;98107;476.726;-122.386;1460;4750
;;;;;;;;;;;;;;;;;;;;
1;20140625T000000;286000;2;1;780;3475;1;0;0;4;5;780;0;1930;0;98045;474.944;-121.789;1210;6769
1;20140625T000000;450000;3;1.5;2330;11740;1;0;0;3;8;1330;1000;1954;0;98155;477.481;-122.292;2630;11740
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
1;20140625T000000;275000;2;1;770;4840;1;0;0;4;7;770;0;1927;0;98126;47.551;-122.376;930;4840
1;20140625T000000;645000;3;2.75;1850;16960;1;0;2;4;8;1850;0;1953;0;98177;477.128;-122.365;2470;13761
1;20140625T000000;152000;3;1;1090;3264;1;0;0;4;6;1090;0;1969;0;98092;473.155;-122.182;1090;3330
;;;;;;;;;;;;;;;;;;;;
1;20140625T000000;190000;1;0.75;930;29258;1;0;0;3;6;930;0;1941;0;98178;474.837;-122.236;2000;18321
;;;;;;;;;;;;;;;;;;;;
1;20140625T000000;233000;3;1;1250;6180;1.5;0;0;3;7;1250;0;1955;0;98155;477.474;-122.327;1490;6180
;;;;;;;;;;;;;;;;;;;;
1;20140625T000000;310000;2;1;870;5400;1;0;0;3;6;870;0;1950;2007;98126;47.52;-122.374;990;5200
1;20140625T000000;265950;3;1.5;1150;8450;1;0;0;4;6;1150;0;1951;0;98178;474.927;-122.224;1160;6800
;;;;;;;;;;;;;;;;;;;;
1;20140625T000000;200000;3;1;1150;4800;1.5;0;0;4;6;1150;0;1938;0;98002;473.101;-122.212;1310;9510
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
1;20140625T000000;505000;3;1.75;1640;10695;1;0;2;3;8;1640;0;1975;0;98034;477.145;-122.222;2790;9775
1;20140625T000000;1,36E+09;3;1.5;2680;4775;2;0;2;5;8;1880;800;1913;0;98109;476.333;-122.347;2280;5947
1;20140625T000000;482000;3;2.5;2420;7307;2;0;0;3;7;2420;0;1998;0;98065;475.361;-121.871;2420;5577
;;;;;;;;;;;;;;;;;;;;
1;20140625T000000;299950;3;1.75;1790;7650;1;0;3;3;9;1790;0;1978;0;98023;473.213;-122.385;2540;7600
;;;;;;;;;;;;;;;;;;;;
1;20140625T000000;245700;3;2.25;1640;8400;1;0;0;3;8;1180;460;1968;0;98032;473.733;-122.289;1600;8120
1;20140625T000000;660000;3;2.75;2210;4000;2;0;0;3;8;2210;0;2008;0;98053;476.954;-122.017;2230;4674
1;20140625T000000;283000;3;1;890;8400;1;0;0;4;6;890;0;1954;0;98056;475.168;-122.204;1850;5565
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
1;20140625T000000;440000;3;1.75;2030;17100;1;0;0;4;7;2030;0;1953;0;98166;47.451;-122.365;1950;14400
;;;;;;;;;;;;;;;;;;;;
1;20140625T000000;599990;3;2.25;2680;9162;1;0;0;3;8;1570;1110;1978;0;98027;475.683;-122.091;2480;8261
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
1;20140625T000000;270000;2;1;2060;8398;1;0;0;3;7;1260;800;1962;0;98168;47.509;-122.324;1690;13495
1;20140625T000000;435000;2;1;1060;3036;1.5;0;0;4;6;1060;0;1943;0;98105;476.578;-122.324;1730;5535
1;20140625T000000;349000;3;1;1010;8184;1;0;0;4;6;1010;0;1947;0;98155;477.416;-122.319;1010;8184
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
1;20140625T000000;594000;3;2.25;1270;1406;2;0;0;3;8;1060;210;2014;0;98105;476.647;-122.284;1160;1327
;;;;;;;;;;;;;;;;;;;;
1;20140625T000000;1.15e+006;3;2;2110;18815;2;0;0;5;7;2110;0;1979;0;98075;475.836;-122.042;2690;21010
1;20140625T000000;374500;3;2.25;1400;11400;2;0;0;3;8;1400;0;1984;0;98028;477.428;-122.231;2180;9248
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
1;20140625T000000;346500;2;1.75;1610;6300;1;0;0;3;7;1010;600;1941;0;98108;47.554;-122.304;1370;5225
1;20140625T000000;280000;3;1.75;1230;8250;1;0;0;3;7;1230;0;1966;0;98058;474.526;-122.176;1250;8250
1;20140625T000000;557500;3;1.75;1900;11165;1;0;0;4;7;1900;0;1959;0;98008;475.789;-122.118;2030;11165
1;20140625T000000;260000;3;1.5;1580;8184;1;0;0;3;7;1140;440;1954;0;98148;474.294;-122.331;1540;9476
1;20140625T000000;1.33e+006;3;1.5;1940;2885;1.5;0;2;3;8;1940;0;1900;0;98119;476.308;-122.369;2550;3600
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
1;20140625T000000;205000;3;1;1230;8750;1;0;0;3;6;1230;0;1965;0;98003;473.266;-122.334;1230;8750
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
1;20140625T000000;150000;2;1;890;8100;1;0;0;3;6;890;0;1942;0;98146;474.839;-122.34;1260;8100
1;20140625T000000;255950;3;2.5;1720;3676;2;0;0;3;7;1720;0;1992;0;98031;474.039;-122.188;1720;3510
1;20140625T000000;246500;3;2.5;1620;7686;2;0;0;3;7;1620;0;1989;0;98038;473.613;-122.053;1370;7686
1;20140625T000000;450000;2;1;1380;4390;1;0;0;4;8;880;500;1931;0;98115;476.947;-122.323;1390;5234
1;20140625T000000;595888;3;1.75;1870;9000;1;0;0;5;9;1870;0;1958;0;98177;477.203;-122.361;2030;8160
1;20140625T000000;454000;3;1;1970;22144;1;0;0;4;7;1970;0;1970;0;98065;475.234;-121.841;1970;13500
1;20140625T000000;299900;3;1;1110;8593;1;0;0;3;7;1110;0;1979;0;98155;477.595;-122.309;1780;8593
1;20140625T000000;200000;3;2;1190;6833;1;0;0;3;7;1190;0;1995;0;98092;473.191;-122.18;1540;8000
1;20140625T000000;346500;3;1;1150;11802;1;0;0;4;7;1150;0;1932;1958;98106;475.624;-122.361;1880;6082
;;;;;;;;;;;;;;;;;;;;
1;20140625T000000;383000;3;1.75;1500;13430;1;0;0;3;7;1500;0;1977;0;98072;477.527;-122.082;1500;13430
;;;;;;;;;;;;;;;;;;;;
1;20140625T000000;410000;3;1.5;1250;7700;1;0;0;5;7;1250;0;1968;0;98056;475.383;-122.178;1430;7700
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
1;20140625T000000;395000;2;2.25;1350;1493;2;0;0;3;8;1050;300;2007;0;98136;475.421;-122.388;1250;1202
1;20140625T000000;364000;3;2.5;1800;2790;2;0;0;3;8;1800;0;2011;0;98126;475.455;-122.371;1580;2036
1;20140625T000000;240000;3;2.25;1481;2820;2;0;0;3;7;1481;0;2012;0;98002;473.457;-122.217;1481;3028
1;20140625T000000;328423;3;2.5;1730;3600;2;0;0;3;8;1730;0;2014;0;98146;475.019;-122.34;2030;3600
;;;;;;;;;;;;;;;;;;;;
1;20140625T000000;425000;3;2.5;2320;2267;3;0;0;3;8;2320;0;2009;0;98177;477.027;-122.359;1240;1883
1;20140625T000000;309620;3;2.5;1860;3730;2;0;0;3;8;1860;0;2012;0;98019;477.442;-121.984;2110;4509
;;;;;;;;;;;;;;;;;;;;
1;20140625T000000;563500;3;2.5;1400;1312;3.5;0;0;3;8;1400;0;2007;0;98103;476.534;-122.355;1350;1312
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
1;20140625T000000;288000;3;2.5;1150;887;3;0;0;3;7;1150;0;2007;0;98133;477.072;-122.356;1180;915
1;20140626T000000;937000;3;1.75;2450;2691;2;0;0;3;8;1750;700;1915;0;98119;476.386;-122.36;1760;3573
1;20140626T000000;518500;3;3.5;1590;1102;3;0;0;3;8;1590;0;2010;0;98103;476.824;-122.347;1620;3166
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
1;20140626T000000;350000;3;2.25;1780;16290;2;0;0;4;8;1780;0;1987;0;98058;474.622;-122.127;1780;8810
;;;;;;;;;;;;;;;;;;;;
1;20140626T000000;225000;3;2;1700;11475;1;0;0;5;6;970;730;1945;0;98146;474.851;-122.338;1560;11475
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
1;20140626T000000;177500;3;1.5;1220;6000;1;0;0;3;7;1220;0;1968;0;98055;474.904;-122.222;1660;6000
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
1;20140626T000000;760000;3;2.5;1980;13964;1;0;0;5;7;1980;0;1959;0;98040;47.571;-122.227;2040;13964
1;20140626T000000;460000;3;2.5;1730;8490;1;0;0;3;7;1210;520;1969;0;98034;477.187;-122.219;1870;7400
1;20140626T000000;415000;3;1;1170;6700;1;0;0;3;8;1170;0;1957;0;98125;477.122;-122.29;2410;7620
1;20140626T000000;669000;2;1.75;1950;10766;1;0;3;4;6;1160;790;1952;0;98166;474.504;-122.377;1780;11721
1;20140626T000000;254600;3;2;1470;20000;1;0;0;4;7;1470;0;1968;0;98002;472.973;-122.08;1390;30056
1;20140626T000000;357250;3;1.5;1400;8840;1;0;0;4;6;1400;0;1952;0;98125;477.273;-122.309;1260;8840
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
1;20140626T000000;670000;3;1.5;1490;4400;1.5;0;0;4;7;1490;0;1906;0;98122;476.113;-122.292;1560;4400
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
1;20140626T000000;320000;2;1;950;5316;1;0;2;3;7;950;0;1948;0;98126;47.57;-122.38;1620;6085
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
1;20140626T000000;663000;3;2.5;2480;37843;1.5;1;3;4;8;2480;0;1974;0;98070;474.003;-122.422;2350;42122
1;20140626T000000;300000;3;2.25;1780;10395;1;0;0;3;8;1780;0;1967;0;98058;474.539;-122.15;2080;9360
1;20140626T000000;225500;2;1.75;1590;11276;1;0;0;4;7;1590;0;1972;0;98002;473.177;-122.21;1750;10687
1;20140626T000000;320000;3;2;1550;34175;1.5;0;0;3;7;1550;0;1999;0;98045;474.855;-121.698;2300;35174
1;20140626T000000;775000;3;2.75;2850;14800;1;0;0;4;9;1920;930;1976;0;98006;47.559;-122.146;3300;10809
1;20140626T000000;805000;3;2.75;2600;5875;1.5;0;2;5;8;1600;1000;1929;0;98116;475.773;-122.406;2260;5492
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
1;20140626T000000;268000;3;2.5;1650;6684;2;0;0;3;7;1650;0;1991;0;98031;474.051;-122.184;1850;7048
1;20140626T000000;446000;2;1.5;1370;1221;2;0;0;3;8;1080;290;2008;0;98122;476.039;-122.307;1560;2081
1;20140626T000000;285000;2;1;1010;7200;1;0;0;3;7;1010;0;1975;0;98155;477.651;-122.291;1890;9248
1;20140626T000000;530000;3;2;2330;26571;2.5;0;0;3;8;2330;0;1987;0;98005;476.009;-122.158;2030;20037
1;20140626T000000;402000;2;1;620;2475;1;0;0;5;6;620;0;1911;0;98107;476.655;-122.371;1290;2475
1;20140626T000000;358000;3;1.5;2450;12497;1;0;0;4;7;2450;0;1967;0;98065;475.317;-121.834;1560;11700
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
1;20140626T000000;164950;3;1.75;1570;15330;1;0;0;3;7;1080;490;1956;0;98166;474.608;-122.34;1250;13330
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
1;20140626T000000;450000;3;1.5;1530;23660;1;0;0;3;7;1530;0;1952;0;98155;477.467;-122.295;1800;11407
1;20140626T000000;1,15E+09;3;2.5;2490;4000;2;0;0;5;8;1670;820;1918;0;98109;476.403;-122.35;2310;4000
1;20140626T000000;495000;3;1.75;1440;11787;1;0;0;3;8;1440;0;1983;0;98074;476.276;-122.033;2190;11787
1;20140626T000000;1.25e+006;3;3;3760;8500;2.5;0;3;4;10;3060;700;1910;0;98116;475.815;-122.398;2610;5500
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
1;20140626T000000;450000;2;1.75;840;3340;1;0;0;3;6;700;140;1912;0;98107;476.692;-122.359;1700;3980
1;20140626T000000;815000;3;2;2270;11989;1;0;0;4;9;2270;0;1968;0;98040;475.434;-122.229;2880;12439
;;;;;;;;;;;;;;;;;;;;
1;20140626T000000;279900;3;1.75;1580;6620;1;0;0;3;7;1580;0;1988;0;98003;472.798;-122.303;1580;8137
1;20140626T000000;339000;2;1;950;7954;1;0;0;4;7;950;0;1941;0;98108;47.557;-122.306;1180;6828
;;;;;;;;;;;;;;;;;;;;
1;20140626T000000;710000;3;3.25;3740;136915;2.5;0;0;3;11;3100;640;1990;0;98166;474.549;-122.363;2400;16104
;;;;;;;;;;;;;;;;;;;;
1;20140626T000000;800000;3;1.75;2080;75794;1;0;0;3;7;2080;0;1958;0;98033;477.018;-122.189;1870;11020
1;20140626T000000;638000;3;2;1660;3729;1;0;0;5;7;970;690;1922;0;98116;475.741;-122.414;1560;3729
1;20140626T000000;475580;3;1.75;1520;11085;1;0;0;3;8;1520;0;1983;0;98074;47.646;-122.068;2310;9647
1;20140626T000000;243800;3;1;1140;27760;1;0;0;4;6;1140;0;1981;0;98027;475.372;-121.972;1690;87300
1;20140626T000000;600000;3;2.5;3240;8016;2;0;0;3;8;2910;330;2004;0;98065;475.382;-121.877;2990;7561
1;20140626T000000;249900;3;2.5;1630;7700;1;0;0;3;7;1120;510;1978;0;98031;473.876;-122.211;1640;8160
;;;;;;;;;;;;;;;;;;;;
1;20140626T000000;620000;3;2;2460;41343;1;0;0;4;8;2460;0;1988;0;98027;475.142;-122.021;2500;53885
;;;;;;;;;;;;;;;;;;;;
1;20140626T000000;626000;3;1.75;2430;5000;2;0;0;4;7;1760;670;1945;0;98117;476.785;-122.372;1320;4062
1;20140626T000000;230000;3;1;1060;9946;1;0;0;4;7;1060;0;1956;0;98188;474.432;-122.282;1310;10619
1;20140626T000000;537000;3;3;2410;7479;2;0;2;3;7;2410;0;1942;1988;98155;477.394;-122.288;2610;7479
1;20140626T000000;210000;2;1;720;8040;1;0;0;3;6;720;0;1943;0;98166;474.662;-122.359;2300;9500
1;20140626T000000;329950;3;1;1750;7800;1;0;0;4;7;1150;600;1956;0;98166;474.596;-122.343;1750;7560
1;20140626T000000;267000;3;1.5;1090;8160;1;0;0;3;7;1090;0;1967;2014;98058;474.551;-122.175;1260;7560
